,sol_price,sol_volume,sol_price_return,sol_price_MA7,sol_price_MA30,sol_price_RSI,sol_price_MACD,sol_price_Signal,sol_price_MA20,sol_price_BB_upper,sol_price_BB_lower
2021-01-01,1.84208405,25722549.0,,,,,0.0,0.0,,,
2021-01-02,1.79927504,31671064.0,-0.023239444475945614,,,,-0.0034149637606839534,-0.0006829927521367907,,,
2021-01-03,2.16175199,55073422.0,0.20145722134843824,,,,0.022863951968246532,0.004026396191939874,,,
2021-01-04,2.48509693,59955405.0,0.14957540989704388,,,,0.06898618654825506,0.01701835426320291,,,
2021-01-05,2.15721703,50555207.0,-0.13193847533343506,,,,0.07818001151494847,0.029250685713552025,,,
2021-01-06,1.92921698,50263975.0,-0.10569175323078173,,,,0.06630417225506502,0.03666138302185462,,,
2021-01-07,2.37274504,159870278.0,0.22990055789370034,2.10676958,,,0.0916252924673493,0.04765416491095356,,,
2021-01-08,3.21988702,206412154.0,0.35703034490380814,2.3035985757142856,,,0.17799789169386981,0.07372291026753683,,,
2021-01-09,3.38538194,91906875.0,0.051397741278512266,2.5301852757142855,,,0.2568421395016127,0.11034675611435202,,,
2021-01-10,3.46611094,62766977.0,0.02384634922463147,2.7165222685714285,,,0.32212764260452653,0.15270293341238694,,,
2021-01-11,3.10808992,82877500.0,-0.10329185251064132,2.8055212671428573,,,0.3410462016440796,0.19037158705872548,,,
2021-01-12,3.61339808,73484689.0,0.16257835938028475,3.013547131428571,,,0.392291350958327,0.2307555398386458,,,
2021-01-13,3.51378202,57994893.0,-0.027568526299764917,3.2399135657142852,,,0.4200235474756626,0.2686091413660492,,,
2021-01-14,3.27816391,59283112.0,-0.06705541455300634,3.3692591185714287,,67.8618312738079,0.41816871206929385,0.29852105550669816,,,
2021-01-15,3.25016093,45331739.0,-0.008542275727756454,3.373583962857143,,67.39237795059971,0.40971618208345806,0.32076008082205015,,,
2021-01-16,3.4470551,68035606.0,0.06057982181208499,3.382394414285714,,69.60682987517325,0.4141313566861964,0.33943433599487943,,,
