timestamp,btc_price,btc_volume,eth_price,eth_volume,sol_price,sol_volume
2021-05-26 05:30:00,39309.56,4205.61283515,2889.65,54843.01709403,35.53981781,1069991365.0
2021-05-27 05:30:00,38503.47,4113.43820958,2741.07,48572.2880462,33.58459091,649389058.0
2021-05-28 05:30:00,35692.46,6167.02059154,2413.17,77976.53011364,29.03927612,600255582.0
2021-05-29 05:30:00,34632.08,4457.16762006,2279.59,85288.45133274,27.37642097,376859866.0
2021-05-30 05:30:00,35677.72,2979.71977699,2389.91,48486.58242126,28.60265923,359661704.0
2021-05-31 05:30:00,37341.41,4383.79233382,2707.27,65289.0151034,32.81624603,534826504.0
2021-06-01 05:30:00,36693.3,4348.7544836,2634.3,57559.94638485,30.98526001,432053117.0
2021-06-02 05:30:00,37589.36,4270.07927121,2707.66,34892.24062169,33.9563179,497567418.0
2021-06-03 05:30:00,39219.88,4058.94293164,2856.41,40107.34151395,39.4709053,960056106.0
2021-06-04 05:30:00,36887.32,5786.18608707,2691.14,35985.5517998,37.41506958,1056279506.0
2021-06-05 05:30:00,35532.14,4106.34880652,2629.4,33292.65080334,39.58539963,1112426664.0
2021-06-06 05:30:00,35808.85,2526.73361997,2710.48,23613.63319661,42.30837631,794387364.0
2021-06-07 05:30:00,33582.62,4913.04022502,2593.47,41123.57122212,38.26233292,923157614.0
2021-06-08 05:30:00,33411.69,9044.64846998,2508.85,84384.40706608,41.51781464,1786996802.0
2021-06-09 05:30:00,37400.0,8539.5873422,2612.13,59184.08524008,42.03177643,1218831041.0
2021-06-10 05:30:00,36707.54,5761.6987574,2472.27,37857.57541489,41.09867477,595246689.0
2021-06-11 05:30:00,37341.11,3741.23051559,2353.1,34616.81076319,36.04608536,518666603.0
2021-06-12 05:30:00,35542.76,3727.9523535,2367.0,28249.5433153,36.44168854,549070417.0
2021-06-13 05:30:00,39013.76,3601.91766642,2510.53,36178.62228581,38.77043533,452988674.0
2021-06-14 05:30:00,40532.79,6281.28059699,2583.06,34258.41752039,38.71305466,477871463.0
2021-06-15 05:30:00,40171.47,4078.8019744,2544.58,19815.98859474,41.15364838,605285143.0
2021-06-16 05:30:00,38353.99,4008.51296381,2366.56,32802.91071184,39.7036171,576016902.0
2021-06-17 05:30:00,38097.68,3569.2526164,2371.13,58636.73626788,39.26459122,417775600.0
2021-06-18 05:30:00,35840.0,4240.40486721,2227.29,32333.92616276,36.64879608,424163369.0
2021-06-19 05:30:00,35507.06,3129.33472247,2165.0,19272.60685694,35.35343552,264640750.0
2021-06-20 05:30:00,35589.77,3958.11811992,2242.6,29174.43589279,35.32201385,452587531.0
2021-06-21 05:30:00,31634.16,8580.06222043,1887.63,89431.74500832,26.65740013,760344541.0
2021-06-22 05:30:00,32545.26,9778.51694548,1880.79,89264.64244197,26.77185631,1258580061.0
2021-06-23 05:30:00,33652.28,5855.58129399,1968.7,58577.6884456,30.04888725,1111302687.0
